SoundName,FileNames,DirectoryBase,Volume,Pitch,PitchVariance,Priority,Channel,Flags,MinDistance,MaxDistance,DistanceCutoff,EAXFlags,InBeta,version
KotoBeastReady,KotoBeastReady1.wav,Units\Orc\KotoBeast\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
KotoBeastNoRiderWhat,"KotoBeastWhat1.wav,KotoBeastWhat2.wav,KotoBeastWhat3.wav",Units\Orc\KotoBeast\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
KotoBeastNoRiderPissed,"KotoBeastPissed1.wav,KotoBeastPissed2.wav",Units\Orc\KotoBeast\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
KotoBeastNoRiderYes,"KotoBeastYes1.wav,KotoBeastYes2.wav,KotoBeastYes3.wav",Units\Orc\KotoBeast\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
KotoBeastNoRiderReady,KotoBeastReady1.wav,Units\Orc\KotoBeast\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
NazgrelWhat,"NazgrelWhat1.wav,NazgrelWhat2.wav",Units\Other\Nazgrel\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,1
NazgrelPissed,"NazgrelPissed1.wav,NazgrelPissed2.wav",Units\Other\Nazgrel\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,1
NazgrelYesAttack,"NazgrelYesAttack1.wav,NazgrelYesAttack2.wav,NazgrelYesAttack3.wav",Units\Other\Nazgrel\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,1
NazgrelYes,"NazgrelYes1.wav,NazgrelYes2.wav",Units\Other\Nazgrel\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,1
NazgrelReady,NazgrelReady1.wav,Units\Other\Nazgrel\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,1
NazgrelWarcry,NazgrelWarcry1.wav,Units\Other\Nazgrel\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,1
RokhanWhat,"RokhanWhat1.wav,RokhanWhat2.wav,RokhanWhat3.wav,RokhanWhat4.wav",Units\Other\Rokhan\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,1
RokhanPissed,"RokhanPissed1.wav,RokhanPissed2.wav,RokhanPissed3.wav,RokhanPissed4.wav,RokhanPissed5.wav",Units\Other\Rokhan\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,1
RokhanYesAttack,"RokhanYesAttack1.wav,RokhanYesAttack2.wav,RokhanYesAttack3.wav,RokhanYesAttack4.wav",Units\Other\Rokhan\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,1
RokhanYes,"RokhanYes1.wav,RokhanYes2.wav,RokhanYes3.wav,RokhanYes4.wav",Units\Other\Rokhan\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,1
RokhanReady,RokhanReady1.wav,Units\Other\Rokhan\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,1
RokhanWarcry,RokhanWarcry1.wav,Units\Other\Rokhan\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,1
PeonWhat,"PeonWhat1.wav,PeonWhat2.wav,PeonWhat3.wav,PeonWhat4.wav",Units\Orc\Peon\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
PeonPissed,"PeonPissed1.wav,PeonPissed2.wav,PeonPissed3.wav,PeonPissed4.wav",Units\Orc\Peon\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
PeonYesAttack,"PeonYesAttack1.wav,PeonYesAttack2.wav,PeonYesAttack3.wav",Units\Orc\Peon\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
PeonYes,"PeonYes1.wav,PeonYes2.wav,PeonYes3.wav,PeonYes4.wav",Units\Orc\Peon\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
PeonReady,PeonReady1.wav,Units\Orc\Peon\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
PeonWarcry,PeonWarcry1.wav,Units\Orc\Peon\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
SpiritWolfWhat,"SpiritWolfWhat1.wav,SpiritWolfWhat2.wav,SpiritWolfWhat3.wav",Units\Orc\Spiritwolf\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
SpiritWolfYesAttack,"SpiritWolfYesAttack1.wav,SpiritWolfYesAttack2.wav,SpiritWolfYesAttack3.wav",Units\Orc\Spiritwolf\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
SpiritWolfYes,"SpiritWolfYes1.wav,SpiritWolfYes2.wav,SpiritWolfYes3.wav",Units\Orc\Spiritwolf\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
TaurenWhat,"TaurenWhat1.wav,TaurenWhat2.wav,TaurenWhat3.wav",Units\Orc\Tauren\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
TaurenPissed,"TaurenPissed1.wav,TaurenPissed2.wav,TaurenPissed3.wav,TaurenPissed4.wav,TaurenPissed5.wav,TaurenPissed6.wav,TaurenPissed7.wav",Units\Orc\Tauren\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
TaurenYesAttack,"TaurenYesAttack1.wav,TaurenYesAttack2.wav,TaurenYesAttack3.wav",Units\Orc\Tauren\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
TaurenYes,"TaurenYes1.wav,TaurenYes2.wav,TaurenYes3.wav",Units\Orc\Tauren\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
TaurenReady,TaurenReady1.wav,Units\Orc\Tauren\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
TaurenWarcry,TaurenWarcry1.wav,Units\Orc\Tauren\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
SpiritWalkerWhat,"WhiteTaurenWhat1.wav,WhiteTaurenWhat2.wav,WhiteTaurenWhat3.wav,WhiteTaurenWhat4.wav,WhiteTaurenWhat5.wav",Units\Orc\SpiritWalker\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
SpiritWalkerPissed,"WhiteTaurenPissed1.wav,WhiteTaurenPissed2.wav,WhiteTaurenPissed3.wav,WhiteTaurenPissed4.wav,WhiteTaurenPissed5.wav,WhiteTaurenPissed6.wav",Units\Orc\SpiritWalker\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
SpiritWalkerYesAttack,"WhiteTaurenYesAttack1.wav,WhiteTaurenYesAttack2.wav,WhiteTaurenYesAttack3.wav",Units\Orc\SpiritWalker\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
SpiritWalkerYes,"WhiteTaurenYes1.wav,WhiteTaurenYes2.wav,WhiteTaurenYes3.wav,WhiteTaurenYes4.wav,WhiteTaurenYes5.wav",Units\Orc\SpiritWalker\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
SpiritWalkerReady,WhiteTaurenReady1.wav,Units\Orc\SpiritWalker\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
SpiritWalkerWarcry,WhiteTaurenWarcry1.wav,Units\Orc\SpiritWalker\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
TrollBatriderWhat,"TrollbatriderWhat1.wav,TrollbatriderWhat2.wav,TrollbatriderWhat3.wav,TrollbatriderWhat4.wav,TrollbatriderWhat5.wav",Units\Orc\BatTroll\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
TrollBatriderPissed,"TrollbatriderPissed1.wav,TrollbatriderPissed2.wav,TrollbatriderPissed3.wav,TrollbatriderPissed4.wav,TrollbatriderPissed5.wav",Units\Orc\BatTroll\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
TrollBatriderYesAttack,"TrollbatriderYesAttack1.wav,TrollbatriderYesAttack2.wav,TrollbatriderYesAttack3.wav,TrollbatriderYesAttack4.wav",Units\Orc\BatTroll\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
TrollBatriderYes,"TrollbatriderYes1.wav,TrollbatriderYes2.wav,TrollbatriderYes3.wav,TrollbatriderYes4.wav,TrollbatriderYes5.wav",Units\Orc\BatTroll\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
TrollBatriderReady,TrollbatriderReady1.wav,Units\Orc\BatTroll\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
TrollBatriderWarcry,TrollbatriderWarcry1.wav,Units\Orc\BatTroll\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
WolfriderWhat,"WolfriderWhat1.wav,WolfriderWhat2.wav,WolfriderWhat3.wav,WolfriderWhat4.wav",Units\Orc\Wolfrider\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
WolfriderPissed,"WolfriderPissed1.wav,WolfriderPissed2.wav,WolfriderPissed3.wav,WolfriderPissed4.wav",Units\Orc\Wolfrider\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
WolfriderYesAttack,"WolfriderYesAttack1.wav,WolfriderYesAttack2.wav,WolfriderYesAttack3.wav",Units\Orc\Wolfrider\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
WolfriderYes,"WolfriderYes1.wav,WolfriderYes2.wav,WolfriderYes3.wav,WolfriderYes4.wav",Units\Orc\Wolfrider\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
WolfriderReady,WolfriderReady1.wav,Units\Orc\Wolfrider\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
WolfriderWarcry,WolfriderWarcry1.wav,Units\Orc\Wolfrider\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
ShamanWhat,"ShamanWhat1.wav,ShamanWhat2.wav,ShamanWhat3.wav,ShamanWhat4.wav",Units\Orc\Shaman\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
ShamanPissed,"ShamanPissed1.wav,ShamanPissed2.wav,ShamanPissed3.wav,ShamanPissed4.wav,ShamanPissed5.wav,ShamanPissed6.wav,ShamanPissed7.wav",Units\Orc\Shaman\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
ShamanYesAttack,"ShamanYesAttack1.wav,ShamanYesAttack2.wav,ShamanYesAttack3.wav,ShamanYesAttack4.wav",Units\Orc\Shaman\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
ShamanYes,"ShamanYes1.wav,ShamanYes2.wav,ShamanYes3.wav,ShamanYes4.wav",Units\Orc\Shaman\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
ShamanReady,ShamanReady1.wav,Units\Orc\Shaman\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
ShamanWarcry,ShamanWarcry1.wav,Units\Orc\Shaman\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
ShamanXWhat,"ShamanWhat1.wav,ShamanWhat3.wav,ShamanWhat4.wav",Units\Orc\Shaman\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
ShamanXPissed,"ShamanPissed1.wav,ShamanPissed2.wav,ShamanPissed3.wav,ShamanPissed5.wav",Units\Orc\Shaman\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
ShamanXYesAttack,"ShamanYesAttack1.wav,ShamanYesAttack3.wav,ShamanYesAttack4.wav",Units\Orc\Shaman\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
ShamanXYes,"ShamanYes1.wav,ShamanYes2.wav,ShamanYes4.wav",Units\Orc\Shaman\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
ShamanXReady,ShamanReady1.wav,Units\Orc\Shaman\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
ShamanXWarcry,ShamanReady1.wav,Units\Orc\Shaman\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
ThrallWhat,"ThrallWhat1.wav,ThrallWhat2.wav,ThrallWhat3.wav,ThrallWhat4.wav",Units\Orc\Thrall\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,0
ThrallPissed,"ThrallPissed1.wav,ThrallPissed2.wav,ThrallPissed3.wav,ThrallPissed4.wav",Units\Orc\Thrall\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,0
ThrallYesAttack,"ThrallYesAttack1.wav,ThrallYesAttack2.wav,ThrallYesAttack3.wav,ThrallYesAttack4.wav",Units\Orc\Thrall\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,0
ThrallYes,"ThrallYes1.wav,ThrallYes2.wav,ThrallYes3.wav,ThrallYes4.wav",Units\Orc\Thrall\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,0
ThrallWarcry,ThrallWarcry1.wav,Units\Orc\Thrall\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,0
WitchDoctorWhat,"WitchDoctorWhat1.wav,WitchDoctorWhat2.wav,WitchDoctorWhat3.wav,WitchDoctorWhat4.wav",Units\Orc\WitchDoctor\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
WitchDoctorPissed,"WitchDoctorPissed1.wav,WitchDoctorPissed2.wav,WitchDoctorPissed3.wav,WitchDoctorPissed4.wav,WitchDoctorPissed5.wav,WitchDoctorPissed6.wav,WitchDoctorPissed7.wav",Units\Orc\WitchDoctor\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
WitchDoctorYesAttack,"WitchDoctorYesAttack1.wav,WitchDoctorYesAttack2.wav,WitchDoctorYesAttack3.wav",Units\Orc\WitchDoctor\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
WitchDoctorYes,"WitchDoctorYes1.wav,WitchDoctorYes2.wav,WitchDoctorYes3.wav",Units\Orc\WitchDoctor\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
WitchDoctorReady,WitchDoctorReady1.wav,Units\Orc\WitchDoctor\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
WitchDoctorWarcry,WitchDoctorWarcry1.wav,Units\Orc\WitchDoctor\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
WyvernRiderWhat,"WyvernRiderWhat1.wav,WyvernRiderWhat2.wav,WyvernRiderWhat3.wav,WyvernRiderWhat4.wav",Units\Orc\WyvernRider\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
WyvernRiderPissed,"WyvernRiderPissed1.wav,WyvernRiderPissed2.wav,WyvernRiderPissed3.wav,WyvernRiderPissed4.wav,WyvernRiderPissed5.wav,WyvernRiderPissed6.wav,WyvernRiderPissed7.wav",Units\Orc\WyvernRider\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
WyvernRiderYesAttack,"WyvernRiderYesAttack1.wav,WyvernRiderYesAttack2.wav,WyvernRiderYesAttack3.wav,WyvernRiderYesAttack4.wav",Units\Orc\WyvernRider\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
WyvernRiderYes,"WyvernRiderYes1.wav,WyvernRiderYes2.wav,WyvernRiderYes3.wav,WyvernRiderYes4.wav",Units\Orc\WyvernRider\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
WyvernRiderReady,WyvernRiderReady1.wav,Units\Orc\WyvernRider\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
WyvernRiderWarcry,WyvernRiderWarcry1.wav,Units\Orc\WyvernRider\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
ArcherWhat,"ArcherWhat1.wav,ArcherWhat2.wav,ArcherWhat3.wav,ArcherWhat4.wav",Units\NightElf\Archer\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
ArcherPissed,"ArcherPissed1.wav,ArcherPissed2.wav,ArcherPissed3.wav,ArcherPissed4.wav,ArcherPissed5.wav,ArcherPissed6.wav,ArcherPissed7.wav,ArcherPissed8.wav",Units\NightElf\Archer\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
ArcherYesAttack,"ArcherYesAttack1.wav,ArcherYesAttack2.wav,ArcherYesAttack3.wav,ArcherYesAttack4.wav",Units\NightElf\Archer\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
ArcherYes,"ArcherYes1.wav,ArcherYes2.wav,ArcherYes3.wav,ArcherYes4.wav",Units\NightElf\Archer\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
ArcherReady,ArcherReady1.wav,Units\NightElf\Archer\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
ArcherWarcry,ArcherWarcry1.wav,Units\NightElf\Archer\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
ShandrisWhat,"ShandrisWhat1.wav,ShandrisWhat2.wav,ShandrisWhat3.wav",Units\NightElf\Shandris\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,0,0
ShandrisPissed,"ShandrisPissed1.wav,ShandrisPissed2.wav,ShandrisPissed3.wav,ShandrisPissed4.wav",Units\NightElf\Shandris\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,0,0
ShandrisYesAttack,"ShandrisYesAttack1.wav,ShandrisYesAttack2.wav,ShandrisYesAttack3.wav",Units\NightElf\Shandris\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,0,0
ShandrisYes,"ShandrisYes1.wav,ShandrisYes2.wav,ShandrisYes3.wav",Units\NightElf\Shandris\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,0,0
ShandrisWarcry,ShandrisWarcry1.wav,Units\NightElf\Shandris\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,0,0
BallistaWhat,"BallistaWhat1.wav,BallistaWhat2.wav,BallistaWhat3.wav",Units\NightElf\Ballista\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
BallistaYesAttack,"BallistaYesAttack1.wav,BallistaYesAttack2.wav,BallistaYesAttack3.wav",Units\NightElf\Ballista\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
BallistaYes,"BallistaYes1.wav,BallistaYes2.wav,BallistaYes3.wav",Units\NightElf\Ballista\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
BallistaReady,BallistaReady1.wav,Units\NightElf\Ballista\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
ChimaeraWhat,"ChimaeraWhat1.wav,ChimaeraWhat2.wav,ChimaeraWhat3.wav",Units\NightElf\Chimaera\,105,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
ChimaeraPissed,"ChimaeraPissed1.wav,ChimaeraPissed2.wav,ChimaeraPissed3.wav",Units\NightElf\Chimaera\,105,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
