alias	code	comments	version	useInEditor	hero	item	sort	race	checkDep	levels	reqLevel
Aiun	AInv	Inventory(2 slot unit) Undead	1	1	0	0	unit	other	1	1	0
Avul	Avul	Invulnerable	0	1	0	0	unit	other	1	1	0
Alit	Alit	Lightning Attack	0	1	0	0	unit	nightelf	1	1	0
Alsh	Alsh	Lightning Shield	0	1	0	0	unit	orc	1	1	0
ACls	Alsh	Lightning Shield (creep)	0	1	0	0	unit	creeps	0	1	0
Aliq	Aliq	Liquid Fire	1	1	0	0	unit	orc	1	1	0
Aloa	Aloa	Load	0	1	0	0	unit	other	1	1	0
Sloa	Aloa	Load (Burrow)	0	1	0	0	unit	orc	1	1	0
Slo2	Aloa	Load (Entangled Gold Mine)	0	1	0	0	unit	nightelf	1	1	0
Slo3	Aloa	Load (Navies)	1	1	0	0	unit	other	1	1	0
Atlp	Atlp	Load Pilot	0	0	0	0	unit	human	1	1	0
Aloc	Aloc	Locust	1	0	0	0	unit	undead	0	1	0
Amdf	Amdf	Magic Defense	1	1	0	0	unit	human	1	1	0
Amim	Amim	Magic Immunity	0	1	0	0	unit	nightelf	1	1	0
ACmi	Amim	Magic Immunity (Creep)	0	1	0	0	unit	creeps	0	1	0
ACm2	Amim	Magic Immunity (Archimonde)	0	1	0	0	unit	creeps	0	1	0
ACm3	Amim	Magic Immunity (Dragons)	0	1	0	0	unit	creeps	0	1	0
Amls	Amls	Aerial Shackles	1	1	0	0	unit	human	1	1	0
Ambt	Ambt	Mana Battery	0	1	0	0	unit	nightelf	1	1	0
Amb2	Ambt	Mana Battery (Obsidian Statue)	1	1	0	0	unit	undead	1	1	0
Amnb	AEmb	Mana Burn (demon)	0	1	0	0	unit	creeps	1	1	0
Ambd	AEmb	Mana Burn (demon)	0	1	0	0	unit	creeps	1	1	0
Ambb	AEmb	Mana Burn (Hotkey B)	0	1	0	0	unit	creeps	1	1	0
Amfl	Amfl	Mana Flare	1	1	0	0	unit	nightelf	1	1	0
ACmf	ANms	Mana Shield(Creep)	1	1	0	0	unit	creeps	1	1	0
Amed	Amed	Meat Drop	0	1	0	0	unit	undead	1	1	0
Amel	Amel	Meat Load	0	1	0	0	unit	undead	1	1	0
Amil	Amil	Militia	0	1	0	0	unit	human	1	1	0
Amic	Amic	Militia Conversion	0	1	0	0	unit	human	1	1	0
ANmr	ANmr	Mind Rot	1	1	0	0	unit	creeps	1	1	0
Amin	Amin	Mine	0	1	0	0	unit	other	1	1	0
ACmo	ANmo	Monsoon(creep)	1	1	0	0	hero	creeps	1	1	0
Amgl	Amgl	Moon Glaive	0	1	0	0	unit	nightelf	1	1	0
Amgr	Amgl	Moon Glaive (No research)	0	1	0	0	unit	nightelf	1	1	0
Amov	Amov	Move	0	0	0	0	unit	other	1	0	0
Aneu	Aneu	Neutral Building	0	1	0	0	unit	other	1	1	0
Ane2	Aneu	Neutral Building (any unit)	0	1	0	0	unit	other	1	1	0
Andt	Andt	Neutral Detection (Reveal ability)	0	1	0	0	unit	creeps	1	1	0
ANre	Aarm	Neutral Regen (mana only)	0	1	0	0	unit	creeps	1	1	0
ACnr	Aoar	Neutral Regen (health only)	0	1	0	0	unit	creeps	1	1	0
Ansp	Ansp	Neutral Spies	0	1	0	0	unit	creeps	1	1	0
Afak	Afak	Orb of Annihilation	1	1	0	0	unit	undead	1	1	0
ANak	Afak	Orb of Annihilation (Quill Spray)	1	1	0	0	unit	creeps	1	1	0
Afir	Afir	On Fire	0	0	0	0	unit	other	1	0	0
Afih	Afih	On Fire (Human)	0	0	0	0	unit	human	1	0	0
Afio	Afio	On Fire (Orc)	0	0	0	0	unit	orc	1	0	0
Afin	Afin	On Fire (Night Elf)	0	0	0	0	unit	nightelf	1	0	0
Afiu	Afiu	On Fire (Undead)	0	0	0	0	unit	undead	1	0	0
ANpa	ANpa	Parasite	1	1	0	0	unit	naga	1	1	0
ACpa	ANpa	Parasite(eredar)	1	1	0	0	unit	creeps	1	1	0
ANpi	ANpi	Permanent Immolation	0	1	0	0	unit	other	0	1	0
Apmf	ANpi	Permanent Immolation (flying)	1	1	0	0	unit	other	0	1	0
Apig	Apig	Permanent Immolation (graphic)	1	1	0	0	unit	other	0	1	0
Apiv	Apiv	Permanent Invisibility	0	1	0	0	unit	other	1	1	0
Apsh	Apsh	Phase Shift	1	1	0	0	unit	nightelf	1	1	0
Aphx	Aphx	Phoenix	1	1	0	0	unit	human	1	1	0
Apxf	Apxf	PhoenixFire	1	1	0	0	unit	human	1	1	0
Apts	Apts	Plague Toss	0	1	0	0	unit	undead	1	1	0
Apoi	Apoi	Poison Attack	0	0	0	0	unit	other	1	1	0
Aply	Aply	Polymorph	0	1	0	0	unit	human	1	1	0
ACpy	Aply	Polymorph (creep)	0	1	0	0	unit	creeps	0	1	0
Apos	Apos	Possession	0	1	0	0	unit	undead	1	1	0
ACps	Apos	Possession (creep)	0	1	0	0	unit	creeps	0	1	0
Awar	Awar	Pulverize	0	1	0	0	unit	orc	1	1	0
ACpv	Awar	Pulverize (Sea Giant)	1	1	0	0	unit	creeps	0	1	0
Apit	Apit	Purchase Item	0	1	0	0	unit	other	0	0	0
Aprg	Aprg	Purge	0	1	0	0	unit	orc	1	1	0
ACpu	Aprg	Purge (Creep)	0	1	0	0	unit	creeps	0	1	0
ACrf	ANrf	Rain of Fire (creep)	0	1	0	0	unit	creeps	0	1	0
ACrg	ANrf	Rain of Fire (creep,greater)	0	1	0	0	unit	creeps	0	1	0
Arai	Arai	Raise Dead	0	1	0	0	unit	undead	1	2	0
ACrd	Arai	Raise Dead (Creep)	0	1	0	0	unit	creeps	0	1	0
ARal	ARal	Rally	0	0	0	0	unit	other	1	0	0
Arav	Arav	Raven Form (Druid)	0	1	0	0	unit	nightelf	1	1	0
Amrf	Arav	Raven Form (Medivh)	0	1	0	0	unit	creeps	0	1	0
ACrn	ACrn	Reincarnation (creep)	0	1	0	0	unit	creeps	0	1	0
ANr2	AOre	Reincarnation (generic)	0	1	1	0	hero	creeps	1	1	6
Arbr	Arbr	Reinforced Burrows	1	1	0	0	unit	orc	1	1	0
Arej	Arej	Rejuvination	0	1	0	0	unit	nightelf	1	1	0
ACrj	Arej	Rejuvination (creep)	0	1	0	0	unit	creeps	0	1	0
ACr2	Arej	Rejuvination (Furbolg)	0	1	0	0	unit	creeps	0	1	0
Aren	Aren	Renew	0	1	0	0	unit	nightelf	1	1	0
Ahrp	Arep	Repair (Human)	0	1	0	0	unit	human	1	1	0
Arep	Arep	Repair (Orc)	0	1	0	0	unit	orc	1	1	0
Arpb	Arpb	Replenish (Life & Mana)	1	1	0	0	unit	undead	1	1	0
Arpl	Arpl	Replenish (Life)	1	1	0	0	unit	undead	1	1	0
Arpm	Arpm	Replenish (Mana)	1	1	0	0	unit	undead	1	1	0
Arsk	Arsk	Resistant Skin	1	1	0	0	unit	nightelf	1	1	0
ACrk	Arsk	Resistant Skin (creep)	1	1	0	0	unit	creeps	0	1	0
ACsk	Arsk	Resistant Skin(3,1 pos, creep)	1	1	0	0	unit	creeps	0	1	0
Arst	Arst	Restoration	0	1	0	0	unit	undead	1	1	0
Argd	Artn	Return (Gold)	0	1	0	0	unit	other	1	1	0
Argl	Artn	Return (Gold & Lumber)	0	1	0	0	unit	other	1	1	0
Arlm	Artn	Return (Lumber)	0	1	0	0	unit	other	1	1	0
AHta	AIta	Reveal(Arcane Tower)	0	1	0	0	unit	human	1	1	0
Arng	Arng	Revenge	0	1	0	0	unit	other	1	1	0
Arev	Arev	Revive	0	1	0	0	unit	other	1	1	0
Aroa	Aroa	Roar	0	1	0	0	unit	nightelf	1	1	0
Ara2	Aroa	Roar	1	1	0	0	unit	nightelf	1	1	0
ACr1	Aroa	Roar (creep) -- Skeletal Orc	1	1	0	0	unit	creeps	0	1	0
ACro	Aroa	Roar (creep)	0	1	0	0	unit	creeps	0	1	0
Aroc	Aroc	Rocket Attack	1	1	0	0	unit	human	1	1	0
Aro1	Aroo	Root (Ancients)	0	1	0	0	unit	nightelf	1	1	0
Aro2	Aroo	Root (Ancient Protector)	0	1	0	0	unit	nightelf	1	1	0
Asac	Asac	Sacrifice (Sacrificial Pit)	0	1	0	0	unit	undead	1	1	0
Asal	Asal	Pillage	0	1	0	0	unit	orc	1	1	0
Alam	Alam	Sacrifice (Acolyte)	0	1	0	0	unit	undead	1	1	0
ACsa	AHfa	Searing Arrows (creep)	0	1	0	0	unit	creeps	0	1	0
Asds	Asds	Self Destruct	0	1	0	0	unit	creeps	1	1	0
Asid	Asid	Sell Item	0	1	0	0	unit	other	1	1	0
Asud	Asud	Sell Unit	0	1	0	0	unit	other	1	1	0
Aesn	Aesn	Sentinel	0	1	0	0	unit	nightelf	1	1	0
Aesr	Aesn	Sentinel (no research)	0	1	0	0	unit	nightelf	1	1	0
Aeye	Aeye	Sentry Ward	0	1	0	0	unit	orc	1	1	0
ACtn	AOwd	Serpent Ward (tentacle, Forgotten one)	1	1	0	0	unit	creeps	1	1	0
Ashm	Ashm	Shadow Meld	0	1	0	0	unit	nightelf	1	1	0
Sshm	Ashm	Shadow Meld (Instant)	0	1	0	0	unit	nightelf	1	1	0
Ahid	Ahid	Shadow Meld (Akama)	1	1	0	0	unit	creeps	1	1	0
ACss	AEsh	Shadow Strike(Creep)	1	1	0	0	unit	creeps	1	1	0
ACsh	AOsh	Shockwave (Creep)	0	1	0	0	unit	creeps	0	1	0
ACst	AOsh	Shockwave (Trap)	0	1	0	0	unit	creeps	0	1	0
ANsh	AOsh	Garithos - Shock Wave	1	1	1	0	hero	other	1	3	1
ACsi	ANsi	Silence(Creep)	1	1	0	0	unit	creeps	1	1	0
ACsm	AHdr	Siphon Mana (Creep)	1	1	0	0	unit	creeps	1	1	0
ACsl	AUsl	Sleep (creep)	0	1	0	0	unit	creeps	0	1	0
Asla	Asla	Sleep Always	0	1	0	0	unit	creeps	1	1	0
Aslo	Aslo	Slow	0	1	0	0	unit	human	1	1	0
ACsw	Aslo	Slow (Creep)	0	1	0	0	unit	creeps	0	1	0
Aspo	Aspo	Slow Poison	0	1	0	0	unit	nightelf	1	1	0
Asod	Asod	Spawn Skeleton	0	1	0	0	unit	creeps	0	1	0
Assp	Assp	Spawn Spiderling	0	1	0	0	unit	creeps	1	1	0
Aspd	Aspd	Spawn Spider	0	1	0	0	unit	creeps	1	1	0
Aspy	Aspd	Spawn Hydra	1	1	0	0	unit	creeps	1	1	0
Aspt	Aspd	Spawn Hydra Hatchling	1	1	0	0	unit	creeps	1	1	0
Asps	Asps	Spell Steal	1	1	0	0	unit	human	1	1	0
Asph	Asph	Sphere	1	1	0	0	unit	human	1	1	0
Asp1	Asph	Sphere (SoV Level 1)	1	1	0	0	unit	nightelf	1	1	0
Asp2	Asph	Sphere (SoV Level 2)	1	1	0	0	unit	nightelf	1	1	0
Asp3	Asph	Sphere (SoV Level 3)	1	1	0	0	unit	nightelf	1	1	0
Asp4	Asph	Sphere (SoV Level 4)	1	1	0	0	unit	nightelf	1	1	0
Asp5	Asph	Sphere (SoV Level 5)	1	1	0	0	unit	nightelf	1	1	0
Asp6	Asph	Sphere (SoV Level 6)	1	1	0	0	unit	nightelf	1	1	0
Aspa	Aspa	Spider Attack	0	1	0	0	unit	undead	1	1	0
Aspi	Aspi	Spiked Barricades	0	1	0	0	unit	orc	1	1	0
Aspl	Aspl	Spirit Link	1	1	0	0	unit	orc	1	1	0
Astd	Astd	Stand Down	0	1	0	0	unit	orc	1	1	0
Asta	Asta	Stasis Trap	0	1	0	0	unit	orc	1	1	0
Astn	Astn	Stone Form	0	1	0	0	unit	undead	1	1	0
Asth	Asth	Storm Hammers	0	1	0	0	unit	human	1	1	0
Asb1	ANsu	Submerge (Myrmidon)	1	1	0	0	unit	creeps	1	1	0
Asb2	ANsu	Submerge (Royal Guard)	1	1	0	0	unit	creeps	1	1	0
Asb3	ANsu	Submerge (Snap Dragon)	1	1	0	0	unit	creeps	1	1	0
Aslp	ANwm	Summon Lobstrok Prawns	1	1	1	0	hero	creeps	1	1	0
ACwe	AHwe	Summon Sea Elemental	1	1	1	0	hero	creeps	1	1	0
Attu	Attu	Tank Turret	0	0	0	0	unit	human	0	1	0
Srtt	Acha	Tank Upgrade	1	1	0	0	unit	human	1	1	0
Atau	Atau	Taunt	1	1	0	0	unit	nightelf	1	1	0
ANta	Atau	Taunt(Creep)	1	1	0	0	unit	creeps	1	1	0
ANth	AUts	Thorny Shield (Creep)	1	1	0	0	unit	creeps	0	1	0
ANt2	AUts	Thorny Shield (Dragon Turtle)	1	1	0	0	unit	creeps	0	1	0
ACah	AEah	Thorns Aura (creep)	0	1	0	0	unit	creeps	0	1	0
ACtb	ACtb	Thunder Bolt (Creep)	0	1	0	0	unit	creeps	0	1	0
ACtc	ACtc	Thunder Clap (Creep)	0	1	0	0	unit	creeps	0	1	0
ACt2	ACtc	Thunder Clap (Thunder Lizard)	0	1	0	0	unit	creeps	0	1	0
Atdg	Atdg	TornadoDamage	1	1	0	0	unit	naga	0	1	0
Atsp	Atsp	TornadoSpin	1	1	0	0	unit	naga	0	1	0
Atwa	Atwa	TornadoWander	1	1	0	0	unit	naga	0	1	0
Atol	Atol	Tree of life (for attaching art)	0	0	0	0	unit	nightelf	1	1	0
Ault	Ault	Ultravision	0	1	0	0	unit	nightelf	1	1	0
ACua	AUau	Unholy Aura (creep)	0	1	0	0	unit	creeps	0	1	0
Auhf	Auhf	Unholy Frenzy	0	1	0	0	unit	undead	1	1	0
Suhf	Auhf	Unholy Frenzy (Warlock)	0	1	0	0	unit	creeps	1	1	0
ACuf	Auhf	Unholy Frenzy (creep)	0	1	0	0	unit	creeps	0	1	0
Auco	Auco	Unstable Concoction	1	1	0	0	unit	orc	1	1	0
Auns	Auns	Unsummon	0	1	0	0	unit	undead	1	1	0
SCva	AIva	Vampiric attack	0	1	0	0	unit	creeps	0	1	0
ACvp	AUav	Vampiric Aura (creep)	0	1	0	0	unit	creeps	0	1	0
Avng	Avng	Vengeance	1	1	0	0	unit	nightelf	1	1	0
Awan	Awan	Wander	0	1	0	0	unit	other	1	1	0
Awrs	AOws	War Stomp (creep)	0	1	0	0	unit	creeps	0	1	0
Awrg	AOws	War Stomp (sea giant)	1	1	0	0	unit	creeps	0	1	0
Awrh	AOws	War Stomp (hydra)	1	1	0	0	unit	creeps	0	1	0
ANwk	AOwk	Wind Walk	1	1	1	0	unit	creeps	1	1	1
Awha	Awha	Wisp Harvest	0	1	0	0	unit	nightelf	1	1	0
Awh2	Awha	Wisp Harvest (Invulnerable)	0	1	0	0	unit	creeps	1	1	0
Aven	Aven	Venom Spears	0	1	0	0	unit	orc	1	1	0
ACvs	Aven	Venom Spears (Creep)	0	1	0	0	unit	creeps	0	1	0
Awrp	Awrp	Warp	0	0	0	0	unit	other	0	1	0
Aweb	Aweb	Web	0	1	0	0	unit	undead	1	1	0
ACwb	Aweb	Web (creep)	0	1	0	0	unit	creeps	0	1	0
											
AIa1	AIab	AgilityBonus (+1)	0	1	0	1	item	other	0	1	0
AIa3	AIab	AgilityBonus (+3)	0	1	0	1	item	other	0	1	0
AIa4	AIab	AgilityBonus (+4)   	0	1	0	1	item	other	0	1	0
AIa6	AIab	AgilityBonus (+6)	0	1	0	1	item	other	0	1	0
AIx5	AIab	Crown of Kings (All + 5)	0	1	0	1	item	other	0	1	0
AIx1	AIab	(All + 1)	0	1	0	1	item	other	0	1	0
AIx2	AIab	(All + 2)	0	1	0	1	item	other	0	1	0
AIs1	AIab	StrengthBonus (+1)	0	1	0	1	item	other	0	1	0
AIs3	AIab	StrengthBonus (+3)	0	1	0	1	item	other	0	1	0
AIs4	AIab	StrengthBonus (+4)	0	1	0	1	item	other	0	1	0
AIs6	AIab	StrengthBonus (+6)	0	1	0	1	item	other	0	1	0
AIi1	AIab	IntelligenceBonus (+1)	0	1	0	1	item	other	0	1	0
AIi3	AIab	IntelligenceBonus (+3)	0	1	0	1	item	other	0	1	0
AIi4	AIab	IntelligenceBonus (+4)	0	1	0	1	item	other	0	1	0
AIi6	AIab	IntelligenceBonus (+6)	0	1	0	1	item	other	0	1	0
AIxm	AIxm	Permanent All + 1	0	1	0	1	item	other	0	1	0
AIam	AIam	AgilityMod          	0	1	0	1	item	other	0	1	0
AIim	AIim	IntelligenceMod     	0	1	0	1	item	other	0	1	0
AIsm	AIsm	StrengthMod         	0	1	0	1	item	other	0	1	0
AIgm	AIam	AgilityMod +2	0	1	0	1	item	other	0	1	0
AItm	AIim	IntelligenceMod +2	0	1	0	1	item	other	0	1	0
AInm	AIsm	StrengthMod +2	0	1	0	1	item	other	0	1	0
AIaa	AIaa	AttackMod	0	1	0	1	item	other	0	1	0
AIat	AIat	AttackBonus         	0	1	0	1	item	other	0	1	0
AIt6	AIat	AttackBonus         	0	1	0	1	item	other	0	1	0
AIt9	AIat	AttackBonus         	0	1	0	1	item	other	0	1	0
AItc	AIat	AttackBonus         	0	1	0	1	item	other	0	1	0
AItf	AIat	AttackBonus         	0	1	0	1	item	other	0	1	0
AItg	AIat	AttackBonus +1	1	1	0	1	item	other	0	1	0
AIth	AIat	AttackBonus +2	1	1	0	1	item	other	0	1	0
AIti	AIat	AttackBonus +4	1	1	0	1	item	other	0	1	0
AItj	AIat	AttackBonus +5	1	1	0	1	item	other	0	1	0
AItk	AIat	AttackBonus +7	1	1	0	1	item	other	0	1	0
AItl	AIat	AttackBonus +8	1	1	0	1	item	other	0	1	0
AItn	AIat	AttackBonus +10	1	1	0	1	item	other	0	1	0
AIva	AIva	Vampiric attack	0	1	0	1	item	other	0	1	0
AIbk	AEbl	Blink (Item)	1	1	0	1	item	other	0	1	0
AIbl	AIbl	Build Tiny Castle	1	1	0	1	item	other	0	1	0
AIbg	AIbl	Build Tiny Great Hall	1	1	0	1	item	other	0	1	0
AIbt	AIbl	Build Tiny Scout Tower	1	1	0	1	item	other	0	1	0
AIbb	AIbl	Build Tiny Blacksmith	1	1	0	1	item	other	0	1	0
AIbf	AIbl	Build Tiny Farm	1	1	0	1	item	other	0	1	0
AIbr	AIbl	Build Tiny Lumber Mill	1	1	0	1	item	other	0	1	0
AIbs	AIbl	Build Tiny Barracks	1	1	0	1	item	other	0	1	0
AIbh	AIbl	Build Tiny Altar	1	1	0	1	item	other	0	1	0
AIcy	Acyc	Cyclone	0	1	0	1	item	other	0	1	0
AId1	AIde	DefenseBonus (+1)	0	1	0	1	item	other	0	1	0
AId2	AIde	DefenseBonus (+2)	0	1	0	1	item	other	0	1	0
AId3	AIde	DefenseBonus (+3)	0	1	0	1	item	other	0	1	0
AId4	AIde	DefenseBonus (+4)	0	1	0	1	item	other	0	1	0
AId5	AIde	DefenseBonus (+5)	0	1	0	1	item	other	0	1	0
AIgf	AIgl	FortificationGlyph	1	1	0	1	item	other	0	1	0
AIgu	AIgl	UltraVisionGlyph	1	1	0	1	item	other	0	2	0
AIem	AIem	ExperienceMod       	0	1	0	1	item	other	0	1	0
AIe2	AIem	ExperienceMod greater	0	1	0	1	item	other	0	1	0
AIfd	AIfd	FigurineRedDrake    	0	1	0	1	item	other	0	1	0
AIff	AIff	FigurineFurbolg	0	1	0	1	item	other	0	1	0
AIfr	AIfr	FigurineRockGolem   	0	1	0	1	item	other	0	1	0
AIfu	AIfu	FigurineDoomGuard   	0	1	0	1	item	other	0	1	0
AIfh	AIfh	FigurineFelHound    	0	1	0	1	item	other	0	1	0
AIfs	AIfs	FigurineSkeleton    	0	1	0	1	item	other	0	1	0
AIir	AIfs	FigurineIceRevenant	0	1	0	1	item	other	0	1	0
AIuw	AIfs	FigurineUrsaWarrior	0	1	0	1	item	other	0	1	0
AIfl	AIfl	Flag                	0	1	0	1	item	other	0	1	0
AIfm	AIfm	Flag (Human)	0	1	0	1	item	other	0	1	0
AIfo	AIfo	Flag (Orc)	0	1	0	1	item	other	0	1	0
AIfn	AIfn	Flag (Night Elf)	0	1	0	1	item	other	0	1	0
AIfe	AIfe	Flag (Undead)	0	1	0	1	item	other	0	1	0
AIfx	AIfl	Flag (Orc Battle Standard)	1	1	0	1	item	other	0	1	0
AIfa	AIfa	FlareGun	1	1	0	1	item	other	0	1	0
AIin	AUin	ItemInferno	0	1	0	1	item	other	0	1	0
AIlm	AIlm	LevelMod       	0	1	0	1	item	other	0	1	0
AIlp	AIlp	LightningPurge	0	1	0	1	item	other	0	1	0
AIlf	AIml	MaxLifeBonus (Least)	0	1	0	1	item	other	0	1	0
AIl1	AIml	MaxLifeBonus (Lesser)	0	1	0	1	item	other	0	1	0
AIl2	AIml	MaxLifeBonus (Greater)	0	1	0	1	item	other	0	1	0
AIms	AIms	MoveSpeedBonus      	0	1	0	1	item	other	0	1	0
ANbs	ANbs	Orb of Darkness (Black Arrow)	1	1	0	1	item	other	0	1	0
AIdf	AIsb	Orb of Darkness	0	1	0	1	item	other	0	1	0
AIcb	AIcb	Orb of Corruption	1	1	0	1	item	other	0	1	0
AIdn	AIfb	Shadow Orb Ability	1	1	0	1	item	other	0	1	0
AIfb	AIfb	Orb of Fire	0	1	0	1	item	other	0	1	0
AIgd	AIfb	Orb of Guldan	1	1	0	1	item	other	0	1	0
AIzb	AIzb	Orb of Freezing	0	1	0	1	item	other	0	1	0
AIob	AIob	Orb of Frost	0	1	0	1	item	other	0	1	0
AIll	AIsb	Orb of Lightning	0	1	0	1	item	other	0	1	0
AIlb	AIlb	Orb of Lightning(old)	0	1	0	1	item	other	0	1	0
AIsb	AIsb	Orb of Spells	1	1	0	1	item	other	0	1	0
AIpb	AIpb	Orb of Venom	1	1	0	1	item	other	0	1	0
Apo2	Apo2	Orb of Venom (Poison Attack)	1	1	0	1	item	other	0	1	0
AInd	ACad	Animate Dead (item, special)	1	1	0	1	item	other	0	1	0
Arel	Arel	Regen Life	0	1	0	1	item	other	0	1	0
Arll	Arel	Regen Life	0	1	0	1	item	other	0	1	0
AIsi	AIsi	SightBonus          	0	1	0	1	item	other	0	1	0
AIos	Aslo	Slow	0	1	0	1	item	other	0	1	0
AIso	AIso	SoulTrap            	0	1	0	1	item	other	0	1	0
Asou	Asou	SoulPossession	0	1	0	1	item	other	0	1	0
AIcf	AIcf	ItemCloakOfFlames	0	1	0	1	item	other	0	1	0
AIco	AIco	ItemCommand         	0	1	0	1	item	other	0	1	0
AIdm	AIdm	ItemDamageAoe       	0	1	0	1	item	other	0	1	0
AIda	AIda	ItemDefenseAoe      	0	1	0	1	item	other	0	1	0
AIdb	AIda	ItemDefenseAoe (+ Healing)	0	1	0	1	item	other	0	1	0
AIta	AIta	ItemDetectAoe       	0	1	0	1	item	other	0	1	0
AIdi	AIdi	ItemDispelAoe       	0	1	0	1	item	other	0	1	0
AIds	AIdi	ItemDispelAoeWithCooldown	0	1	0	1	item	other	0	1	0
APdi	AIdi	PowerupDispelAoe       	0	1	0	1	item	other	0	1	0
AIh1	AIhe	ItemHeal (Lesser)	0	1	0	1	item	other	0	1	0
AIh2	AIhe	ItemHeal (Greater)	0	1	0	1	item	other	0	1	0
AIh3	AIhe	ItemHeal (Least)	1	1	0	1	item	other	0	1	0
AIha	AIha	ItemHealAoe         	0	1	0	1	item	other	0	1	0
AIhb	AIha	ItemHealAoeGreater	0	1	0	1	item	other	0	1	0
APh1	AIha	PowerupHealAoeLesser	0	1	0	1	item	other	0	1	0
APh2	AIha	PowerupHealAoe	0	1	0	1	item	other	0	1	0
APh3	AIha	PowerupHealAoeGreater	0	1	0	1	item	other	0	1	0
AIhw	Ahwd	Healing Ward	0	1	0	1	item	other	0	1	0
AIsw	Aeye	Sentry Ward	0	1	0	1	item	other	0	1	0
AIil	AIil	ItemIllusion        	0	1	0	1	item	other	0	1	0
AIv1	AIvi	ItemInvis (Lesser)	0	1	0	1	item	other	0	1	0
AIv2	AIvi	ItemInvis (Greater)	0	1	0	1	item	other	0	1	0
AIvu	AIvu	ItemInvul           	0	1	0	1	item	other	0	1	0
AIvl	AIvu	ItemInvul           	0	1	0	1	item	other	0	1	0
AIm1	AIma	ItemManaRestore (Lesser)	0	1	0	1	item	other	0	1	0
AIm2	AIma	ItemManaRestore (Greater)	0	1	0	1	item	other	0	1	0
AImr	AImr	ItemManaRestoreAoe  	0	1	0	1	item	other	0	1	0
APmr	AImr	RuneManaRestoreAoe	0	1	0	1	item	other	0	1	0
APmg	AImr	RuneManaRestoreGreaterAoe	0	1	0	1	item	other	0	1	0
AIpm	AIpm	ItemPlaceMine       	0	1	0	1	item	other	0	1	0
AIrt	AIrt	ItemRecall	0	1	0	1	item	other	0	1	0
AIrm	AIrm	ItemRegenMana       	0	1	0	1	item	other	0	1	0
AIrn	AIrm	ItemRegenMana lesser	0	1	0	1	item	other	0	1	0
AIrc	AIrc	ItemReincarnation   	0	1	0	1	item	other	0	1	0
AIre	AIre	ItemRestore         	0	1	0	1	item	other	0	1	0
AIra	AIra	ItemRestoreAoe      	0	1	0	1	item	other	0	1	0
APra	AIra	RuneRestoreAoe	0	1	0	1	item	other	0	1	0
AIsp	AIsp	ItemSpeed	0	1	0	1	item	other	0	1	0
AIsa	AIsa	ItemSpeedAoe	0	1	0	1	item	other	0	1	0
APsa	AIsa	RuneSpeedAoe	0	1	0	1	item	other	0	1	0
AItp	AItp	ItemTownPortal      	0	1	0	1	item	other	0	1	0
AIad	AHad	ItemAuraDevotion	0	1	0	1	item	other	0	1	0
AIcd	AOac	ItemAuraCommand	0	1	0	1	item	other	0	1	0
AIba	AHab	ItemAuraBrilliance	0	1	0	1	item	other	0	1	0
AIav	AUav	ItemAuraVampiric	0	1	0	1	item	other	0	1	0
AIar	AEar	ItemAuraTrueshot	0	1	0	1	item	other	0	1	0
AIae	AOae	ItemAuraEndurance	0	1	0	1	item	other	0	1	0
AIau	AUau	ItemAuraUnholy	0	1	0	1	item	other	0	1	0
AIuv	Ault	ItemUltravision	0	1	0	1	item	other	0	1	0
AIls	Alsh	Lightning Shield	0	1	0	1	item	other	0	1	0
AIxs	Aami	Anti-magic Shield	0	1	0	1	item	other	0	1	0
AIan	AIan	Animate Dead	0	1	0	1	item	other	0	1	0
AIrs	AIrs	Resurrection	0	1	0	1	item	other	0	1	0
AIrr	Aroa	Roar	0	1	0	1	item	other	0	1	0
AIev	AEev	Evasion	0	1	0	1	item	other	0	1	0
AImx	Amim	Magic Immunity	0	1	0	1	item	other	0	1	0
AImh	AImi	Permanent Hit point Bonus	0	1	0	1	item	other	0	1	0
AImb	AImm	MaxManaBonus (Least)	0	1	0	1	item	other	0	1	0
AIbm	AImm	MaxManaBonus (Most)	0	1	0	1	item	other	0	1	0
AIsx	AIas	Attack Speed Increase	0	1	0	1	item	other	0	1	0
AIs2	AIas	Attack Speed Increase(Greater)	1	1	0	1	item	other	0	1	0
AIrl	AIrg	Potion of Life Regen	1	1	0	1	item	other	0	1	0
AIpr	AIrg	Potion of Mana Regen(greater)	1	1	0	1	item	other	0	1	0
AIsl	AIrg	Scroll of Life Regen	1	1	0	1	item	other	0	1	0
AIpl	AIrg	Potion of Mana Regen(lesser)	1	1	0	1	item	other	0	1	0
AIp1	AIrg	Potion of Rejuv I	1	1	0	1	item	other	0	1	0
AIp2	AIrg	Potion of Rejuv II	1	1	0	1	item	other	0	1	0
AIp3	AIrg	Potion of Rejuv III	1	1	0	1	item	other	0	1	0
AIp4	AIrg	Potion of Rejuv IV	1	1	0	1	item	other	0	1	0
AIp5	AIrg	Scroll of Rejuv I	1	1	0	1	item	other	0	1	0
AIp6	AIrg	Scroll of Rejuv II	1	1	0	1	item	other	0	1	0
AIgo	AIgo	GiveGold       	1	1	0	1	item	other	0	1	0
AIlu	AIlu	GiveLumber       	1	1	0	1	item	other	0	1	0
AIrv	AIrv	ItemRevealMap	1	1	0	1	item	other	0	1	0
AIdc	AIdc	ItemDispelChain	1	1	0	1	item	other	0	1	0
